token,total_freq,doc_freq,doc_freq_pct
snappy,6,2,0.0006
millisecond,6,4,0.0012
logaggregationfilecontrollerfactory,6,1,0.0003
concatenate,6,6,0.0018
mac,6,6,0.0018
simplicity,6,4,0.0012
rce,6,5,0.0015
maintainable,6,5,0.0015
uploaded,6,6,0.0018
recycle,6,6,0.0018
neat,6,3,0.0009
jenkins,6,3,0.0009
generated,6,6,0.0018
avoidance,6,2,0.0006
author,6,5,0.0015
nummaps,6,2,0.0006
parallelization,6,3,0.0009
accidentally,6,5,0.0015
passing,6,6,0.0018
merger,6,3,0.0009
news,6,3,0.0009
pangool,6,1,0.0003
concurrenthashmap,6,5,0.0015
navigate,6,5,0.0015
analyse,6,6,0.0018
presence,6,6,0.0018
considerable,6,6,0.0018
submitjob,6,4,0.0012
approximately,6,6,0.0018
ought,6,6,0.0018
coding,6,5,0.0015
paragraph,6,4,0.0012
taskmemorymanager,6,2,0.0006
thin,6,4,0.0012
simplistic,6,6,0.0018
linerecordreader,6,3,0.0009
warning,6,4,0.0012
wellcare,6,1,0.0003
zlib,6,3,0.0009
dig,6,6,0.0018
shrink,6,6,0.0018
dfa,6,3,0.0009
refreshes,6,2,0.0006
license,6,6,0.0018
revision,6,5,0.0015
nan,6,1,0.0003
compoundfilewriter,6,3,0.0009
tokenized,6,4,0.0012
renaming,6,5,0.0015
deletedocuments,6,4,0.0012
prx,6,4,0.0012
docskip,6,1,0.0003
proximity,6,4,0.0012
indexfiledeleter,6,4,0.0012
segmenttermdocs,6,5,0.0015
weakhashmap,6,5,0.0015
baby,6,6,0.0018
nocommits,6,6,0.0018
hairy,6,6,0.0018
termstate,6,4,0.0012
hotel,6,1,0.0003
compelling,6,6,0.0018
customization,6,6,0.0018
synonyms,6,4,0.0012
maxskiplevels,6,1,0.0003
termvectormapper,6,2,0.0006
encoder,6,5,0.0015
ugly,6,6,0.0018
art,6,4,0.0012
termscorer,6,3,0.0009
dot,6,4,0.0012
facetsaccumulator,6,3,0.0009
facetrequest,6,2,0.0006
congruent,6,4,0.0012
attr,6,2,0.0006
punctuation,6,2,0.0006
compositereader,6,3,0.0009
cacheable,6,3,0.0009
arguably,6,6,0.0018
clauses,6,5,0.0015
parallelcompositereader,6,2,0.0006
cool,6,6,0.0018
javacc,6,5,0.0015
perfieldcodecwrapper,6,4,0.0012
deviation,6,5,0.0015
outputstream,6,5,0.0015
modern,6,6,0.0018
dangerous,6,6,0.0018
serializeddvstrategy,6,2,0.0006
intblock,6,2,0.0006
useless,6,5,0.0015
disi,6,4,0.0012
teecodec,6,1,0.0003
annoy,6,6,0.0018
segmentinfo,6,4,0.0012
spatialprefixtree,6,3,0.0009
singular,6,2,0.0006
assert,6,5,0.0015
english,6,6,0.0018
suggestindexsearcher,6,2,0.0006
completionquery,6,1,0.0003
conjunctiondisi,6,3,0.0009
flatten,6,3,0.0009
bkdwriter,6,6,0.0018
geographic,6,4,0.0012
offlinesorter,6,3,0.0009
arabic,6,2,0.0006
setreader,6,1,0.0003
longvalues,6,2,0.0006
compressor,6,5,0.0015
variation,6,4,0.0012
latlonshape,6,4,0.0012
tessellator,6,2,0.0006
intersectvisitor,6,1,0.0003
regexp,6,2,0.0006
mybenchmark,6,1,0.0003
testcompresslucenelz,6,1,0.0003
award,6,1,0.0003
digest,6,4,0.0012
socketserver,6,2,0.0006
rtf,6,2,0.0006
sentiment,6,2,0.0006
intuition,6,1,0.0003
memetix,6,1,0.0003
mst,6,1,0.0003
parsingreader,6,2,0.0006
sheet,6,1,0.0003
profitbricks,6,3,0.0009
uuid,6,1,0.0003
ocontainer,5,3,0.0009
outdated,5,5,0.0015
orthogonal,5,5,0.0015
ascend,5,5,0.0015
impose,5,5,0.0015
export,5,4,0.0012
despite,5,5,0.0015
parentqueue,5,5,0.0015
mutation,5,4,0.0012
existent,5,5,0.0015
safer,5,4,0.0012
refreshqueues,5,3,0.0009
technical,5,4,0.0012
temperature,5,2,0.0006
easier,5,5,0.0015
tooling,5,5,0.0015
minresources,5,3,0.0009
absolutely,5,5,0.0015
placementrule,5,3,0.0009
fairorderingpolicy,5,3,0.0009
repro,5,5,0.0015
scatter,5,5,0.0015
technically,5,5,0.0015
taskrunner,5,3,0.0009
illegal,5,5,0.0015
yarnauthorizationprovider,5,2,0.0006
querying,5,5,0.0015
aarch,5,1,0.0003
arm,5,4,0.0012
dominate,5,5,0.0015
schedulernode,5,3,0.0009
pagination,5,4,0.0012
datamaps,5,1,0.0003
queuing,5,5,0.0015
bomb,5,3,0.0009
prevention,5,4,0.0012
alignment,5,4,0.0012
monotonically,5,4,0.0012
nodeslistmanager,5,5,0.0015
allowed,5,4,0.0012
guice,5,3,0.0009
temporarily,5,5,0.0015
mtab,5,1,0.0003
cgroupslceresourceshandler,5,3,0.0009
depends,5,5,0.0015
restful,5,5,0.0015
massive,5,4,0.0012
bridge,5,5,0.0015
advise,5,5,0.0015
irrelevant,5,5,0.0015
whereby,5,5,0.0015
coupling,5,3,0.0009
traditionally,5,5,0.0015
pip,5,4,0.0012
exec,5,4,0.0012
terminal,5,1,0.0003
poll,5,5,0.0015
spnego,5,4,0.0012
descend,5,5,0.0015
converge,5,5,0.0015
making,5,5,0.0015
implementing,5,5,0.0015
peak,5,5,0.0015
logaggregationservice,5,3,0.0009
elastic,5,3,0.0009
naming,5,5,0.0015
satisfied,5,3,0.0009
absence,5,5,0.0015
containerscheduler,5,2,0.0006
sent,5,5,0.0015
remotely,5,5,0.0015
responder,5,2,0.0006
metricssystemimpl,5,1,0.0003
resourcecalculatorplugin,5,2,0.0006
defaultcontainerexecutor,5,2,0.0006
cors,5,3,0.0009
namespaces,5,4,0.0012
iteratively,5,5,0.0015
authenticationfilterwithproxyuser,5,1,0.0003
forbidden,5,3,0.0009
numa,5,2,0.0006
mapped,5,4,0.0012
clearer,5,5,0.0015
nod,5,4,0.0012
historically,5,5,0.0015
effectiveness,5,5,0.0015
reconfigure,5,4,0.0012
disadvantage,5,5,0.0015
analytics,5,4,0.0012
mistake,5,5,0.0015
star,5,5,0.0015
tenant,5,3,0.0009
consumes,5,4,0.0012
alert,5,5,0.0015
verifyandcreateremotelogdir,5,1,0.0003
deletionservice,5,2,0.0006
updatethread,5,1,0.0003
javax,5,3,0.0009
sleepjob,5,3,0.0009
coherent,5,5,0.0015
plenty,5,5,0.0015
jni,5,5,0.0015
intel,5,4,0.0012
timeouts,5,4,0.0012
dfsclient,5,2,0.0006
redirects,5,4,0.0012
arrival,5,4,0.0012
prioritize,5,4,0.0012
expectation,5,4,0.0012
visualizer,5,1,0.0003
scheduled,5,4,0.0012
bonus,5,5,0.0015
uploader,5,4,0.0012
defines,5,5,0.0015
extended,5,5,0.0015
poor,5,5,0.0015
uniquely,5,4,0.0012
math,5,4,0.0012
lease,5,4,0.0012
fromid,5,1,0.0003
burst,5,3,0.0009
planner,5,4,0.0012
opaque,5,4,0.0012
vrushali,5,1,0.0003
sanity,5,4,0.0012
increasingly,5,5,0.0015
relocate,5,3,0.0009
sharing,5,5,0.0015
apparently,5,5,0.0015
widely,5,5,0.0015
tolerate,5,5,0.0015
creates,5,5,0.0015
refreshnodes,5,3,0.0009
pile,5,2,0.0006
vanilla,5,5,0.0015
observation,5,5,0.0015
permanent,5,5,0.0015
sound,5,5,0.0015
suit,5,5,0.0015
intent,5,5,0.0015
arbitrarily,5,5,0.0015
interim,5,5,0.0015
regularly,5,4,0.0012
gang,5,4,0.0012
allocator,5,3,0.0009
rolling,5,3,0.0009
oppose,5,5,0.0015
trip,5,5,0.0015
pursue,5,5,0.0015
preserving,5,5,0.0015
maintainability,5,5,0.0015
ats,5,4,0.0012
insecure,5,3,0.0009
userlimit,5,1,0.0003
timely,5,5,0.0015
middle,5,4,0.0012
intentionally,5,4,0.0012
ams,5,4,0.0012
lpc,5,1,0.0003
awkward,5,5,0.0015
granular,5,5,0.0015
drastically,5,4,0.0012
lowpriorityqueue,5,1,0.0003
largely,5,5,0.0015
practical,5,5,0.0015
susceptible,5,5,0.0015
adminservice,5,2,0.0006
belongs,5,4,0.0012
precisely,5,5,0.0015
anytime,5,5,0.0015
atomically,5,5,0.0015
changed,5,4,0.0012
speak,5,4,0.0012
rework,5,4,0.0012
clock,5,5,0.0015
hostnames,5,3,0.0009
overflow,5,4,0.0012
overly,5,5,0.0015
exercise,5,5,0.0015
watch,5,4,0.0012
beside,5,5,0.0015
magnitude,5,5,0.0015
var,5,4,0.0012
ceiling,5,1,0.0003
pcore,5,1,0.0003
rfc,5,3,0.0009
reduced,5,4,0.0012
xyz,5,3,0.0009
consequently,5,5,0.0015
instantiation,5,5,0.0015
accounting,5,5,0.0015
substitute,5,5,0.0015
opposite,5,5,0.0015
likelihood,5,5,0.0015
postpone,5,5,0.0015
manageable,5,5,0.0015
translation,5,4,0.0012
sake,5,5,0.0015
coexist,5,5,0.0015
afterwards,5,5,0.0015
npe,5,5,0.0015
arise,5,5,0.0015
surprisingly,5,5,0.0015
advice,5,5,0.0015
eof,5,4,0.0012
splitting,5,5,0.0015
dist,5,4,0.0012
federationclientinterceptor,5,4,0.0012
height,5,2,0.0006
differ,5,5,0.0015
staging,5,5,0.0015
shuffleconsumerplugin,5,4,0.0012
superclass,5,3,0.0009
mil,5,1,0.0003
mintruncatelength,5,1,0.0003
copymapper,5,2,0.0006
vision,5,4,0.0012
color,5,4,0.0012
merged,5,5,0.0015
fetchers,5,4,0.0012
invasive,5,5,0.0015
blocksize,5,4,0.0012
unchanged,5,4,0.0012
land,5,4,0.0012
fee,5,5,0.0015
tolerable,5,1,0.0003
crypto,5,2,0.0006
arraylist,5,4,0.0012
fsck,5,3,0.0009
rawcomparator,5,2,0.0006
reducetask,5,4,0.0012
keyprovider,5,3,0.0009
saving,5,5,0.0015
parses,5,4,0.0012
adv,5,1,0.0003
splitter,5,4,0.0012
minimrcluster,5,1,0.0003
varies,5,5,0.0015
enclose,5,5,0.0015
dont,5,4,0.0012
individually,5,5,0.0015
sorter,5,4,0.0012
silently,5,5,0.0015
turnaround,5,3,0.0009
tostring,5,4,0.0012
emulation,5,2,0.0006
tasktrackerstatus,5,2,0.0006
herriot,5,4,0.0012
histogram,5,4,0.0012
processed,5,2,0.0006
smarter,5,5,0.0015
qualify,5,1,0.0003
thrift,5,3,0.0009
inputformats,5,2,0.0006
vertica,5,1,0.0003
restructure,5,3,0.0009
facebook,5,4,0.0012
reply,5,4,0.0012
ragzip,5,1,0.0003
deserializer,5,2,0.0006
love,5,5,0.0015
foreign,5,3,0.0009
len,5,1,0.0003
totalhits,5,4,0.0012
getsearcher,5,3,0.0009
monolithic,5,4,0.0012
queryfactory,5,1,0.0003
fieldswriter,5,4,0.0012
incompatibility,5,4,0.0012
fulltext,5,3,0.0009
writevint,5,1,0.0003
omitnorms,5,3,0.0009
termbuffer,5,3,0.0009
spell,5,2,0.0006
ngram,5,3,0.0009
corruption,5,4,0.0012
getpayload,5,2,0.0006
payloads,5,4,0.0012
nextposition,5,4,0.0012
fnm,5,3,0.0009
instanceof,5,5,0.0015
proxstream,5,2,0.0006
par,5,5,0.0015
bitsets,5,4,0.0012
rewritten,5,3,0.0009
nrtcachingdirectory,5,2,0.0006
docset,5,2,0.0006
floor,5,4,0.0012
termenum,5,4,0.0012
discourage,5,5,0.0015
categorypath,5,2,0.0006
numdocs,5,2,0.0006
wrapping,5,5,0.0015
oal,5,5,0.0015
jflex,5,3,0.0009
docvalue,5,5,0.0015
replicatingdirectory,5,1,0.0003
weakreference,5,3,0.0009
weakidentitymap,5,3,0.0009
queryparsers,5,2,0.0006
surround,5,4,0.0012
alot,5,5,0.0015
encoders,5,4,0.0012
irc,5,4,0.0012
settermbuffer,5,1,0.0003
lexicon,5,1,0.0003
simplification,5,5,0.0015
updateable,5,3,0.0009
enums,5,3,0.0009
filtered,5,5,0.0015
docidsetiterator,5,4,0.0012
classloading,5,1,0.0003
upgrader,5,3,0.0009
inf,5,4,0.0012
shouldnt,5,5,0.0015
alreadyclosedexception,5,1,0.0003
sorteddocvalues,5,5,0.0015
preflex,5,2,0.0006
diskdv,5,4,0.0012
analyzed,5,4,0.0012
attributedtoken,5,1,0.0003
copyfrom,5,3,0.0009
synonymfilter,5,3,0.0009
grammar,5,2,0.0006
density,5,5,0.0015
bulkscorer,5,4,0.0012
leap,5,4,0.0012
frog,5,4,0.0012
leafreadercontext,5,4,0.0012
facetresult,5,1,0.0003
serialized,5,5,0.0015
psdp,5,1,0.0003
recursioncap,5,1,0.0003
levenshtein,5,2,0.0006
mtq,5,3,0.0009
docsenum,5,4,0.0012
committable,5,5,0.0015
segmentwritestate,5,3,0.0009
flushed,5,5,0.0015
nightly,5,5,0.0015
intersects,5,5,0.0015
readvint,5,3,0.0009
dtests,5,3,0.0009
prefixtreestrategy,5,3,0.0009
spanquery,5,3,0.0009
concordance,5,1,0.0003
docvaluesconsumer,5,3,0.0009
followup,5,5,0.0015
article,5,4,0.0012
volatile,5,4,0.0012
bitspervalue,5,3,0.0009
pos,5,2,0.0006
amenable,5,5,0.0015
adriano,5,1,0.0003
topscoredoccollector,5,3,0.0009
docstate,5,1,0.0003
incrementtoken,5,2,0.0006
getvalues,5,1,0.0003
starter,5,5,0.0015
dfas,5,1,0.0003
subphrasequery,5,1,0.0003
fieldcacheimpl,5,1,0.0003
radius,5,5,0.0015
querywrapperfilter,5,2,0.0006
maxdistance,5,1,0.0003
wild,5,4,0.0012
family,5,2,0.0006
geopolygon,5,3,0.0009
lruquerycache,5,4,0.0012
longitude,5,4,0.0012
geoshape,5,3,0.0009
morphological,5,4,0.0012
newinstance,5,2,0.0006
blocktree,5,2,0.0006
docvaluesnumbersquery,5,1,0.0003
varhandles,5,3,0.0009
pointvalues,5,1,0.0003
mappeddocid,5,1,0.0003
rereadableinputstream,5,2,0.0006
dom,5,4,0.0012
snyk,5,3,0.0009
hyperlink,5,3,0.0009
fontbox,5,1,0.0003
caption,5,2,0.0006
ctx,5,2,0.0006
commoncrawldatadumper,5,1,0.0003
glob,5,2,0.0006
neural,5,1,0.0003
assay,5,1,0.0003
bayesian,5,1,0.0003
microsofttranslator,5,1,0.0003
exiftool,5,1,0.0003
xercesimpl,5,1,0.0003
sslcontext,5,1,0.0003
keystone,5,3,0.0009
ruby,5,1,0.0003
novaapi,5,1,0.0003
serverapi,5,1,0.0003
reality,4,4,0.0012
akin,4,4,0.0012
createtempdir,4,2,0.0006
created,4,3,0.0009
appropriately,4,4,0.0012
troubleshoot,4,3,0.0009
tremendous,4,4,0.0012
healthreporter,4,2,0.0006
extendability,4,4,0.0012
lift,4,4,0.0012
aqc,4,3,0.0009
leafqueues,4,3,0.0009
rogue,4,3,0.0009
alice,4,1,0.0003
adoption,4,4,0.0012
sunilg,4,4,0.0012
grep,4,2,0.0006
rmwebservice,4,4,0.0012
usergroupmappingplacementrule,4,3,0.0009
fairsharepolicy,4,4,0.0012
liveness,4,3,0.0009
mins,4,3,0.0009
aforementioned,4,4,0.0012
observer,4,2,0.0006
logscli,4,3,0.0009
reinitialisation,4,2,0.0006
deeply,4,4,0.0012
serviceinit,4,1,0.0003
fsconfigtocsconfigconvertermain,4,1,0.0003
rangeradminrestclient,4,1,0.0003
servlets,4,3,0.0009
parameters,4,4,0.0012
proportion,4,4,0.0012
managing,4,4,0.0012
nodes,4,4,0.0012
stuck,4,4,0.0012
namenodes,4,3,0.0009
clustera,4,1,0.0003
asks,4,4,0.0012
blacklisted,4,3,0.0009
travel,4,4,0.0012
spike,4,2,0.0006
yaml,4,2,0.0006
shortcoming,4,3,0.0009
robin,4,4,0.0012
card,4,4,0.0012
timelinev,4,3,0.0009
toward,4,4,0.0012
stringbuilder,4,2,0.0006
stringbuffer,4,2,0.0006
gateway,4,4,0.0012
backport,4,4,0.0012
refactors,4,4,0.0012
forget,4,4,0.0012
resourcehandlermodule,4,1,0.0003
loader,4,3,0.0009
cosmos,4,1,0.0003
comprise,4,4,0.0012
dao,4,1,0.0003
kubernetes,4,2,0.0006
mature,4,4,0.0012
killer,4,3,0.0009
unstructured,4,4,0.0012
applicationcleaner,4,2,0.0006
commonly,4,4,0.0012
plumb,4,3,0.0009
conclusion,4,4,0.0012
neutral,4,4,0.0012
firewall,4,3,0.0009
amrmproxypolicy,4,4,0.0012
ownership,4,3,0.0009
teardown,4,4,0.0012
taskid,4,2,0.0006
sizebasedweight,4,3,0.0009
multidimensional,4,3,0.0009
iop,4,3,0.0009
exceeds,4,4,0.0012
nodehealthcheckerservice,4,2,0.0006
shot,4,4,0.0012
hostsfilereader,4,1,0.0003
applicationmasters,4,4,0.0012
rarely,4,4,0.0012
serviceclient,4,3,0.0009
sbin,4,2,0.0006
args,4,4,0.0012
amrmproxyservice,4,3,0.0009
ahsproxy,4,1,0.0003
compete,4,4,0.0012
algos,4,4,0.0012
overriding,4,3,0.0009
knox,4,3,0.0009
anonymous,4,3,0.0009
jianhe,4,4,0.0012
connectivity,4,3,0.0009
starved,4,4,0.0012
doubt,4,4,0.0012
proc,4,3,0.0009
elevate,4,3,0.0009
timer,4,3,0.0009
quality,4,4,0.0012
apparent,4,4,0.0012
metainfo,4,1,0.0003
valuable,4,4,0.0012
statemachine,4,2,0.0006
troublesome,4,4,0.0012
zkcuratormanager,4,2,0.0006
young,4,3,0.0009
churn,4,4,0.0012
runnable,4,3,0.0009
applicationtimelinestore,4,3,0.0009
recursively,4,4,0.0012
kasha,4,4,0.0012
jaas,4,2,0.0006
trim,4,4,0.0012
proxied,4,4,0.0012
threading,4,4,0.0012
coarse,4,3,0.0009
kafka,4,3,0.0009
deletiontask,4,1,0.0003
spool,4,3,0.0009
coordination,4,4,0.0012
redirection,4,2,0.0006
moveapplicationacrossqueues,4,1,0.0003
accesscontroller,4,4,0.0012
outage,4,3,0.0009
accommodate,4,4,0.0012
hybrid,4,4,0.0012
peer,4,3,0.0009
unaware,4,4,0.0012
threadpoolexecutor,4,1,0.0003
inactive,4,4,0.0012
concretely,4,4,0.0012
considers,4,4,0.0012
police,4,4,0.0012
modules,4,4,0.0012
fragile,4,4,0.0012
introduced,4,4,0.0012
circumstance,4,4,0.0012
restarted,4,4,0.0012
appender,4,4,0.0012
syslog,4,3,0.0009
placeholder,4,4,0.0012
uber,4,4,0.0012
envision,4,3,0.0009
joep,4,1,0.0003
meeting,4,3,0.0009
sangjin,4,2,0.0006
cheer,4,4,0.0012
reservationsytem,4,3,0.0009
coprocessors,4,4,0.0012
instantly,4,4,0.0012
checking,4,4,0.0012
paste,4,4,0.0012
measurement,4,3,0.0009
enhanced,4,4,0.0012
abstractyarnscheduler,4,3,0.0009
interfere,4,4,0.0012
slide,4,3,0.0009
numerous,4,4,0.0012
opportunistically,4,4,0.0012
extraneous,4,4,0.0012
csrf,4,2,0.0006
hog,4,3,0.0009
assumes,4,4,0.0012
durability,4,3,0.0009
recommission,4,3,0.0009
prerequisite,4,4,0.0012
fundamental,4,4,0.0012
launched,4,2,0.0006
oversubscription,4,2,0.0006
orderingpolicy,4,2,0.0006
facing,4,3,0.0009
launching,4,3,0.0009
amlauncher,4,2,0.0006
suffers,4,4,0.0012
mini,4,3,0.0009
zone,4,3,0.0009
cite,4,3,0.0009
prediction,4,4,0.0012
relaxed,4,4,0.0012
synchronously,4,4,0.0012
hung,4,4,0.0012
cascade,4,3,0.0009
cron,4,3,0.0009
enables,4,4,0.0012
closely,4,4,0.0012
exponentially,4,3,0.0009
seriously,4,4,0.0012
govern,4,4,0.0012
symlinks,4,3,0.0009
unsafe,4,4,0.0012
paging,4,4,0.0012
messy,4,3,0.0009
prevents,4,4,0.0012
ttl,4,3,0.0009
tight,4,4,0.0012
collision,4,4,0.0012
merely,4,4,0.0012
generational,4,2,0.0006
fancy,4,4,0.0012
preferentially,4,2,0.0006
labeled,4,4,0.0012
applicationhistoryprotocol,4,2,0.0006
zkclient,4,1,0.0003
iterative,4,2,0.0006
cat,4,3,0.0009
viable,4,4,0.0012
getnodetolabels,4,3,0.0009
leaked,4,1,0.0003
invalidate,4,3,0.0009
instruct,4,4,0.0012
negotiation,4,4,0.0012
growth,4,2,0.0006
deteriorate,4,3,0.0009
astro,4,1,0.0003
balancing,4,4,0.0012
supervision,4,1,0.0003
timelinewebservices,4,1,0.0003
examples,4,3,0.0009
randomtextwriter,4,1,0.0003
solid,4,4,0.0012
minshare,4,1,0.0003
verb,4,2,0.0006
insight,4,4,0.0012
heterogenous,4,3,0.0009
alluserqueues,4,1,0.0003
statically,4,3,0.0009
inventory,4,3,0.0009
conceptually,4,4,0.0012
truth,4,3,0.0009
resilient,4,4,0.0012
updatable,4,3,0.0009
awesome,4,4,0.0012
impalad,4,1,0.0003
undefined,4,4,0.0012
balanced,4,4,0.0012
classloaders,4,2,0.0006
strip,4,4,0.0012
associated,4,4,0.0012
mram,4,2,0.0006
slowstart,4,3,0.0009
superuser,4,2,0.0006
alongside,4,4,0.0012
bash,4,3,0.0009
appowner,4,1,0.0003
nodeaddress,4,1,0.0003
logon,4,1,0.0003
scoped,4,3,0.0009
motivate,4,4,0.0012
researcher,4,4,0.0012
demo,4,4,0.0012
historystorage,4,2,0.0006
nmtokens,4,3,0.0009
bump,4,4,0.0012
integrity,4,3,0.0009
clienttoken,4,3,0.0009
edits,4,3,0.0009
fileutil,4,2,0.0006
detrimental,4,4,0.0012
tedious,4,4,0.0012
indication,4,4,0.0012
centric,4,4,0.0012
frustrate,4,4,0.0012
classloader,4,4,0.0012
unmanagedamlauncher,4,2,0.0006
undeclaredthrowableexception,4,2,0.0006
netutils,4,1,0.0003
pin,4,3,0.0009
algorithmic,4,3,0.0009
spi,4,2,0.0006
drequire,4,1,0.0003
zstd,4,3,0.0009
lru,4,3,0.0009
cutoffmillis,4,1,0.0003
minus,4,3,0.0009
remoterootlogdir,4,1,0.0003
gadget,4,4,0.0012
groovy,4,3,0.0009
proportional,4,4,0.0012
variance,4,2,0.0006
sqlfederationstatestore,4,2,0.0006
prohibitive,4,4,0.0012
webpage,4,4,0.0012
thorough,4,4,0.0012
gcs,4,3,0.0009
bench,4,3,0.0009
vms,4,4,0.0012
paths,4,4,0.0012
routine,4,4,0.0012
foot,4,4,0.0012
flight,4,3,0.0009
continually,4,4,0.0012
lately,4,4,0.0012
solicit,4,4,0.0012
red,4,3,0.0009
sampler,4,2,0.0006
ephemeral,4,2,0.0006
mapfiles,4,2,0.0006
wherein,4,4,0.0012
sequencefile,4,3,0.0009
thru,4,4,0.0012
overridable,4,3,0.0009
splitratio,4,1,0.0003
decryption,4,2,0.0006
stall,4,4,0.0012
unmodified,4,3,0.0009
lockless,4,3,0.0009
aggregationwaitmap,4,1,0.0003
maptasks,4,2,0.0006
textoutputformat,4,2,0.0006
unneeded,4,4,0.0012
maxcapacity,4,1,0.0003
disappear,4,4,0.0012
sightbusy,4,1,0.0003
barrier,4,2,0.0006
programming,4,4,0.0012
objection,4,4,0.0012
jobtrackers,4,3,0.0009
whichever,4,4,0.0012
startrecord,4,1,0.0003
endrecord,4,1,0.0003
writestring,4,3,0.0009
matrix,4,3,0.0009
nmaps,4,3,0.0009
fixer,4,2,0.0006
jit,4,3,0.0009
remediation,4,4,0.0012
automated,4,4,0.0012
distraid,4,3,0.0009
taskscheduler,4,1,0.0003
incur,4,3,0.0009
verbose,4,4,0.0012
mapreducedriver,4,2,0.0006
warrant,4,4,0.0012
mradmin,4,2,0.0006
incorrectly,4,4,0.0012
tasklauncher,4,1,0.0003
localjobrunner,4,2,0.0006
generates,4,4,0.0012
resulting,4,4,0.0012
occasion,4,4,0.0012
influence,4,4,0.0012
connmanager,4,1,0.0003
worthwhile,4,4,0.0012
empted,4,1,0.0003
resort,4,4,0.0012
segmentation,4,3,0.0009
evidence,4,3,0.0009
internet,4,4,0.0012
enumeration,4,3,0.0009
tempname,4,1,0.0003
commerce,4,4,0.0012
names,4,4,0.0012
sacrifice,4,4,0.0012
jan,4,2,0.0006
redistribution,4,1,0.0003
ioe,4,1,0.0003
testmultisearcher,4,1,0.0003
closing,4,4,0.0012
topmostsearcher,4,1,0.0003
storing,4,4,0.0012
uncover,4,4,0.0012
terminfoswriter,4,2,0.0006
fieldsstream,4,1,0.0003
terminfosreader,4,2,0.0006
segmenttermenum,4,2,0.0006
skipto,4,4,0.0012
encodetohex,4,1,0.0003
exhaustive,4,3,0.0009
persistency,4,2,0.0006
spellchecker,4,2,0.0006
trec,4,3,0.0009
lengthnorm,4,3,0.0009
sqrt,4,3,0.0009
writebytes,4,3,0.0009
freqfile,4,2,0.0006
skipdatum,4,2,0.0006
termvectortokenselector,4,1,0.0003
segmenttermpositions,4,2,0.0006
michael,4,3,0.0009
hashset,4,3,0.0009
intuitively,4,3,0.0009
setlength,4,1,0.0003
extent,4,4,0.0012
nrm,4,2,0.0006
sized,4,4,0.0012
multivalued,4,4,0.0012
airport,4,1,0.0003
getreader,4,4,0.0012
querymaker,4,1,0.0003
maybemerge,4,2,0.0006
expungedeletes,4,1,0.0003
expunge,4,2,0.0006
rangequery,4,4,0.0012
warmup,4,2,0.0006
corpus,4,4,0.0012
logarithmic,4,3,0.0009
skiplevel,4,1,0.0003
slowdown,4,4,0.0012
ing,4,4,0.0012
tieredmergepolicy,4,3,0.0009
termvectors,4,3,0.0009
computenorm,4,1,0.0003
sim,4,1,0.0003
varint,4,2,0.0006
font,4,1,0.0003
mmapped,4,3,0.0009
accumulator,4,3,0.0009
facetscollector,4,4,0.0012
indexablefield,4,2,0.0006
tvx,4,2,0.0006
tvd,4,2,0.0006
spent,4,3,0.0009
fieldtypes,4,2,0.0006
seg,4,2,0.0006
stddev,4,2,0.0006
standardtokenizer,4,1,0.0003
normalisation,4,1,0.0003
stemming,4,4,0.0012
unstemmed,4,2,0.0006
fixedlengthlist,4,1,0.0003
variablelengthlist,4,1,0.0003
skiplist,4,2,0.0006
reusableanalyzerbase,4,2,0.0006
reusabletokenstream,4,3,0.0009
atomicreader,4,4,0.0012
filechannel,4,3,0.0009
reindexing,4,3,0.0009
ban,4,2,0.0006
termsquery,4,3,0.0009
fastvectorhighlighter,4,2,0.0006
pairoutputs,4,3,0.0009
hate,4,4,0.0012
numericdocvalues,4,3,0.0009
pulsing,4,3,0.0009
randomized,4,3,0.0009
ghost,4,1,0.0003
japanese,4,3,0.0009
explode,4,3,0.0009
payloadattribute,4,2,0.0006
indexablebinarystringtools,4,3,0.0009
evil,4,3,0.0009
controversial,4,3,0.0009
pity,4,4,0.0012
sparsefixedbitset,4,3,0.0009
getdocidset,4,3,0.0009
compressionmode,4,2,0.0006
exploratory,4,4,0.0012
prefixtree,4,4,0.0012
compressingstoredfieldsformat,4,3,0.0009
deduplication,4,3,0.0009
inexact,4,1,0.0003
numericfield,4,3,0.0009
copyto,4,4,0.0012
sep,4,2,0.0006
crazy,4,4,0.0012
snapshots,4,1,0.0003
sortedsetdv,4,2,0.0006
textfield,4,2,0.0006
filteringcodec,4,1,0.0003
hunspell,4,1,0.0003
decodes,4,2,0.0006
analyzingsugg,4,1,0.0003
multifields,4,4,0.0012
dvconsumer,4,2,0.0006
tokenization,4,3,0.0009
pfcw,4,1,0.0003
sentence,4,2,0.0006
geohashutils,4,4,0.0012
iocontext,4,3,0.0009
computed,4,4,0.0012
uwe,4,3,0.0009
createtempfile,4,2,0.0006
readshort,4,4,0.0012
maxdoc,4,4,0.0012
spt,4,4,0.0012
bulkpostings,4,2,0.0006
getspans,4,3,0.0009
sharding,4,2,0.0006
executorservice,4,4,0.0012
blockpackedreader,4,1,0.0003
gsoc,4,3,0.0009
mecab,4,2,0.0006
declaration,4,3,0.0009
algorithms,4,4,0.0012
fieldvaluefilter,4,1,0.0003
storedfieldsformat,4,3,0.0009
openbitset,4,2,0.0006
numerical,4,4,0.0012
trieutils,4,2,0.0006
